names,x,y,manual_label,correct_label,x3,y3,x4,y4
Digit 4,12.420111,-8.048575,-,Digit 4,13.6114,8.9615,18.3286,-8.3515
Digit 0,-34.559128,-1.7264527,-,Digit 0,18.7438,1.1986,10.8802,-11.583
Digit 3,-14.640798,16.991026,-,Digit 3,-14.6671,0.8502,7.7652,-5.5563
Digit 5,-1.77986,-7.1427574,-,Digit 5,-14.5529,-2.5239,5.7822,1.0943
Digit 3,-7.9927855,16.81174,-,Digit 3,4.3806,11.1437,7.1867,-3.6197
Digit 6,-28.066317,-14.59864,-,Digit 6,5.0965,-1.2589,-3.6084,17.9532
Digit 1,24.779314,13.173561,-,Digit 1,-0.6141,5.0714,19.8795,-11.997
Digit 3,-15.427676,12.915077,-,Digit 3,-15.7952,5.1161,-17.5662,7.2223
Digit 9,8.40479,-21.250198,-,Digit 9,-5.7928,3.3011,1.5321,0.1714
Digit 2,26.581104,-19.151491,-,Digit 2,-10.1964,-7.8846,19.5836,1.1041
Digit 2,2.309483,35.62633,-,Digit 2,0.6535,-6.5407,-7.5069,18.2494
Digit 8,7.3900847,11.366959,-,Digit 8,4.1562,12.2669,-12.489,-17.3918
Digit 9,7.827033,-23.11904,-,Digit 9,19.174,15.9589,-2.0171,13.8653
Digit 1,27.429508,19.422394,-,Digit 1,20.8332,2.5068,-1.0469,-6.9022
Digit 2,-7.6578074,40.231457,-,Digit 2,0.7959,17.0206,-7.2687,-1.8619
Digit 2,-3.110665,27.016666,-,Digit 2,-2.2978,-0.6422,-16.736,18.2307
Digit 6,-28.005491,-15.562974,-,Digit 6,-1.2497,14.317,-11.5386,2.8897
Digit 5,-2.271374,-16.021286,-,Digit 5,1.1157,12.4971,-8.0364,2.6368
Digit 1,29.263868,20.75757,-,Digit 1,-13.3066,-6.7166,12.8169,-5.2622
Digit 4,11.756333,-8.922472,-,Digit 4,18.1901,8.2496,-13.1693,-18.0298
Digit 3,-17.650858,10.188051,-,Digit 3,6.4464,-16.7971,7.1233,-9.262
Digit 2,-1.526758,37.305656,-,Digit 2,-15.9598,17.7439,7.6422,-8.3615
Digit 6,-23.732744,-22.857218,-,Digit 6,4.2729,-10.404,16.5191,2.2615
Digit 3,-13.410795,13.731468,-,Digit 3,8.2458,17.2725,12.1172,17.3926
Digit 2,-0.32815146,34.7119,-,Digit 2,-13.8651,13.9934,11.9683,9.5359
Digit 7,24.686037,-26.79684,-,Digit 7,6.4418,19.3382,15.2762,13.6204
Digit 9,21.619432,-9.528139,-,Digit 9,-15.3206,20.4532,8.2436,11.5023
Digit 7,29.354164,-19.12918,-,Digit 7,4.7799,8.9187,-17.5355,4.7051
Digit 7,21.21488,-21.011974,-,Digit 7,-15.5752,-5.0336,-5.8227,17.1352
Digit 9,7.507402,-23.125938,-,Digit 9,12.8425,-3.9926,-18.6223,-11.7975
Digit 7,27.165867,-13.496326,-,Digit 7,11.5637,7.8372,-13.2754,17.9178
Digit 3,-6.196437,8.300195,-,Digit 3,17.2964,19.4117,-18.6515,1.5309
Digit 2,-10.275596,34.122772,-,Digit 2,4.6337,2.1281,-11.6333,13.1726
Digit 4,-9.70699,-31.182453,-,Digit 4,5.9448,-3.5873,-15.4338,3.4628
Digit 9,3.0246239,-24.865925,-,Digit 9,-18.4082,13.9963,20.6898,-16.5671
Digit 2,4.6208167,25.546356,-,Digit 2,-9.4376,-3.7354,-12.6401,-5.3862
Digit 7,22.868765,-20.90522,-,Digit 7,-3.9711,12.7596,13.8216,-2.0808
Digit 3,-8.267047,8.3618765,-,Digit 3,-8.083,7.2977,-12.1669,-7.6446
Digit 6,-14.777363,-12.8501215,-,Digit 6,-5.4156,-10.1074,-18.4282,-9.8409
Digit 5,1.1981003,-2.4499893,-,Digit 5,17.7929,10.4205,-5.33,14.0618
Digit 7,26.161016,-11.220846,-,Digit 7,-3.2743,-18.6034,-4.5295,18.4793
Digit 2,4.293345,30.45096,-,Digit 2,17.1128,6.9041,14.8534,0.1921
Digit 2,-4.6573277,27.05687,-,Digit 2,-14.8972,-17.6727,-11.6689,-12.2071
Digit 6,-19.685781,-20.835928,-,Digit 6,-1.909,14.6322,-12.47,16.0598
Digit 4,16.46612,-6.561277,-,Digit 4,-5.7863,-5.6633,-0.0461,-7.919
Digit 4,12.854697,-6.7610803,-,Digit 4,4.8511,-11.5963,14.2734,-10.7955
Digit 7,31.892668,-9.03724,-,Digit 7,-15.2293,0.2157,-16.4887,17.5131
Digit 9,0.5243039,-31.277143,-,Digit 9,-10.9502,1.1726,15.1293,15.5848
Digit 6,-21.290718,-18.731152,-,Digit 6,6.248,-9.2026,2.7279,7.7707
Digit 3,-11.168606,22.64772,-,Digit 3,-19.5905,-14.3773,-19.6669,2.3545
Digit 9,1.6082255,-25.777866,-,Digit 9,5.6591,-6.9787,2.0873,9.7546
Digit 4,-4.862294,-35.632755,-,Digit 4,4.6434,11.3976,20.9051,2.6561
Digit 1,27.84555,13.21238,-,Digit 1,-3.1477,-12.8535,-12.8207,11.0224
Digit 5,-12.797415,-8.270248,-,Digit 5,-19.7472,0.1754,4.8803,0.0791
Digit 5,-4.244816,-4.575042,-,Digit 5,-6.6687,-13.5676,-0.5775,-17.4883
Digit 7,28.285753,-15.117304,-,Digit 7,7.9123,20.2889,16.1842,14.7713
Digit 9,17.859632,8.604621,-,Digit 9,-12.2534,18.4059,9.3158,7.9634
Digit 8,6.693572,12.9197445,-,Digit 8,-5.9927,11.1327,-11.4606,0.9568
Digit 1,22.047707,22.240173,-,Digit 1,-19.6237,-1.6215,-6.7783,9.0176
Digit 7,32.36258,-17.916918,-,Digit 7,0.8477,9.5018,-8.4953,16.567
Digit 1,22.109596,26.0727,-,Digit 1,8.8189,3.4232,13.3606,8.3965
Digit 1,35.46086,6.0438,-,Digit 1,6.1687,-5.2922,-11.1131,16.1461
Digit 0,-30.0257,7.7933264,-,Digit 0,-19.0117,4.3668,-4.9005,18.3698
Digit 8,8.225862,15.931023,-,Digit 8,-18.3932,-3.9278,7.0128,2.5545
Digit 3,-13.529936,10.901018,-,Digit 3,11.6661,-5.9138,14.3246,13.5279
Digit 1,25.203058,22.738607,-,Digit 1,-11.3661,9.9271,-15.0009,-5.5389
Digit 3,-12.272478,12.911905,-,Digit 3,-16.3558,-4.2941,14.9243,5.5947
Digit 1,29.894543,6.3739443,-,Digit 1,-7.0493,-8.9173,-5.6029,-13.9758
Digit 2,3.4564905,31.823,-,Digit 2,-5.0826,11.4371,-18.6802,-14.7418
Digit 4,7.818759,-32.509064,-,Digit 4,15.1734,6.6861,14.0331,18.6889
Digit 4,18.087633,-4.613648,-,Digit 4,-13.9285,8.8182,13.714,-8.6241
Digit 6,-16.40226,-12.464816,-,Digit 6,14.7415,12.8607,3.7399,-11.6299
Digit 6,-21.368416,-17.92853,-,Digit 6,-11.9712,3.8969,5.9463,3.6528
Digit 6,-26.078045,-11.633506,-,Digit 6,8.6341,-6.5597,-5.6869,13.5098
Digit 9,20.191782,-8.01088,-,Digit 9,7.9444,-3.1268,-5.9403,-8.6444
Digit 2,-8.787896,36.37433,-,Digit 2,-15.5779,-8.2801,3.8623,-11.1301
Digit 1,16.460478,29.603542,-,Digit 1,-17.0774,-4.8652,-3.9794,10.6909
Digit 4,0.34828043,-19.092161,-,Digit 4,-9.5963,-1.8973,3.763,-18.8161
Digit 7,29.110794,-16.734741,-,Digit 7,-13.1872,9.0742,-1.24,-19.6423
Digit 2,4.383442,36.691525,-,Digit 2,14.7835,13.8725,3.6257,-18.1345
Digit 6,-23.750113,-29.00664,-,Digit 6,-3.911,-8.6306,14.5034,4.0569
Digit 2,-3.8579009,34.53642,-,Digit 2,-3.564,-8.8708,2.0493,15.9904
Digit 2,5.852525,27.546364,-,Digit 2,11.142,-18.7884,-17.0001,11.8032
Digit 3,-14.623003,22.677813,-,Digit 3,15.3358,7.5514,-7.0215,-3.2978
Digit 9,20.240295,-11.773397,-,Digit 9,9.6503,16.9825,-12.2212,-1.7342
Digit 0,-28.508839,2.4855351,-,Digit 0,2.0945,0.9473,7.3574,20.7965
Digit 9,-5.4103613,-29.48687,-,Digit 9,-10.1323,10.2557,10.1433,-15.4042
Digit 6,-26.258934,-20.018969,-,Digit 6,7.4042,-13.7607,-13.0256,-9.7615
Digit 3,-14.3200655,25.751068,-,Digit 3,-1.4769,-14.6685,-14.8287,-12.8338
Digit 9,26.279726,-1.4067416,-,Digit 9,18.986,-0.0562,18.5567,8.2056
Digit 1,30.079405,9.682261,-,Digit 1,15.1504,12.0551,-9.6072,-5.5343
Digit 1,29.793812,14.178351,-,Digit 1,13.0251,1.9077,-3.7843,-19.0875
Digit 5,0.09162721,-9.182331,-,Digit 5,17.2205,2.2111,-19.3912,9.8769
Digit 4,11.856474,-8.829559,-,Digit 4,-6.7682,1.7702,19.3431,-8.799
Digit 7,25.840485,-16.085062,-,Digit 7,-12.4888,10.6234,-2.0489,-0.8703
Digit 0,-34.489292,0.11259013,-,Digit 0,-8.3844,-15.7387,-7.6948,-0.0701
Digit 4,17.406122,-1.426497,-,Digit 4,17.183,-10.0692,-19.8111,20.8324
Digit 5,-6.159195,-2.9247146,-,Digit 5,-8.5488,10.6066,-15.5856,-19.2149
Digit 7,30.810143,-16.288837,-,Digit 7,10.8705,14.4167,7.9782,-16.56
Digit 5,-1.788977,-10.634497,-,Digit 5,-10.2508,-11.363,-14.9989,6.4509
Digit 5,-7.7818823,-6.80937,-,Digit 5,-9.723,15.0777,20.2366,-0.8807
Digit 6,-16.235762,-15.94243,-,Digit 6,20.113,9.3721,14.8718,-2.2348
Digit 3,-6.3756495,10.725251,-,Digit 3,17.3285,-5.3342,-16.1297,19.3903
Digit 6,-21.513365,-28.777906,-,Digit 6,7.217,14.6038,18.6642,-5.0579
Digit 8,11.208577,11.409505,-,Digit 8,9.5924,-7.8216,0.4972,13.2658
Digit 9,5.5112443,-12.6320305,-,Digit 9,0.4265,-9.0101,9.0413,-14.7898
Digit 7,28.665886,-20.863533,-,Digit 7,-8.2496,-18.0175,-10.3972,-15.2067
Digit 4,15.897852,-0.50572056,-,Digit 4,-16.8533,13.1919,-16.3724,18.5486
Digit 2,-3.0613983,27.658073,-,Digit 2,6.4726,-18.4872,-1.4413,20.1084
Digit 2,-2.9882197,36.753296,-,Digit 2,12.1263,14.6925,-1.7592,2.853
Digit 7,21.202547,-30.278044,-,Digit 7,-15.639,-17.4145,-2.3209,3.5346
Digit 1,24.216316,14.214784,-,Digit 1,8.4558,11.4348,13.463,-1.615
Digit 9,21.58938,-9.527389,-,Digit 9,3.1965,4.4836,13.0877,-17.5981
Digit 6,-21.426443,-8.298089,-,Digit 6,-13.7118,17.1651,-13.4828,7.5546
Digit 1,17.392187,24.179758,-,Digit 1,-13.0267,13.7038,6.2143,13.759
Digit 4,11.482416,-4.021688,-,Digit 4,18.454,1.5192,-6.0047,12.9581
Digit 1,18.988203,31.372316,-,Digit 1,19.7926,-1.0488,-2.3759,-9.3447
Digit 0,-35.739094,-4.0113025,-,Digit 0,11.9964,-12.4411,17.1375,19.7421
Digit 0,-35.161896,10.830954,-,Digit 0,-12.8908,-19.5856,-17.5551,-4.8872
Digit 1,22.886633,28.440945,-,Digit 1,19.5185,-13.6567,-12.2657,4.2211
Digit 1,30.425716,14.235853,-,Digit 1,15.1776,-15.3054,16.3193,-12.4285
Digit 9,4.992822,-22.305418,-,Digit 9,19.8998,-16.0642,0.4057,12.7919
Digit 1,27.978596,15.42304,-,Digit 1,-15.1991,10.0032,-0.1923,-5.0285
Digit 2,-1.3492737,-1.1982232,-,Digit 2,-1.7354,7.204,-9.2225,20.2918
Digit 5,-4.8613987,-7.691249,-,Digit 5,-18.5632,-10.6126,11.7101,-5.6905
Digit 4,-2.503242,-32.543198,-,Digit 4,-10.8883,2.6259,-7.2666,-1.3172
Digit 3,-13.384328,19.510324,-,Digit 3,14.441,-10.5881,4.8687,16.6349
Digit 1,30.635336,20.551132,-,Digit 1,16.8737,6.1311,13.9615,2.3797
Digit 1,20.71519,29.705725,-,Digit 1,-9.9702,-19.6726,-15.7478,9.8468
Digit 1,24.538778,25.907068,-,Digit 1,6.7146,-9.9837,-0.8137,10.5954
Digit 6,-22.35736,-24.06975,-,Digit 6,-3.8877,-13.8274,11.3276,-6.4836
Digit 2,-11.088807,35.7165,-,Digit 2,7.1288,-12.8504,16.9615,19.419
Digit 9,22.104473,-6.8453526,-,Digit 9,0.3932,-5.1366,17.6288,-8.8606
Digit 3,-8.927291,20.468178,-,Digit 3,14.4326,18.6286,-5.624,10.1195
Digit 6,-17.675264,-17.958979,-,Digit 6,19.1389,-0.8656,6.2939,-3.5277
Digit 1,23.406223,13.730972,-,Digit 1,-10.2139,-13.0804,15.8702,-11.5179
Digit 3,-17.227303,13.642418,-,Digit 3,-5.978,-10.1086,-9.047,14.6243
Digit 5,-2.929555,6.5970306,-,Digit 5,6.2436,7.6892,4.2386,-6.7116
Digit 7,24.25693,-24.24489,-,Digit 7,-16.0142,-13.9297,7.7113,-2.2672
Digit 7,26.42092,-12.001085,-,Digit 7,-7.7831,-16.9407,10.9015,-2.1368
Digit 7,22.004623,-27.293987,-,Digit 7,-2.5389,-3.6647,20.7437,4.8319
Digit 0,-39.975155,1.2879227,-,Digit 0,14.5898,-0.806,15.4637,-6.0733
Digit 1,20.023577,30.569658,-,Digit 1,-1.3211,4.0895,-9.6976,-1.8623
Digit 2,-1.1292051,32.991558,-,Digit 2,-8.2128,14.824,-4.6991,4.4647
Digit 2,7.3815236,26.97489,-,Digit 2,8.5982,-5.5369,2.8215,2.2292
Digit 8,-0.43539336,12.363147,-,Digit 8,-17.5008,-18.5768,3.4377,10.123
Digit 1,26.687954,4.9810796,-,Digit 1,-3.2349,-5.2756,-0.7268,13.4363
Digit 0,-36.359753,7.8723617,-,Digit 0,-7.6057,17.7315,18.587,-2.5932
Digit 1,23.071056,28.55718,-,Digit 1,-6.4565,16.9452,5.2046,-15.3016
Digit 8,-14.387006,9.72423,-,Digit 8,-15.7453,-9.8137,20.7893,-15.8393
Digit 9,1.688623,-22.12895,-,Digit 9,-16.982,-8.5049,-18.2416,-9.2566
Digit 5,-23.145733,-18.653942,-,Digit 5,-12.1648,-10.138,11.7168,-16.2248
Digit 1,31.975393,4.454791,-,Digit 1,-17.5491,-8.7722,20.4621,-6.3896
Digit 9,-12.418215,-28.547075,-,Digit 9,-4.9171,-14.1869,8.6649,-7.6237
Digit 6,-25.360535,-10.392161,-,Digit 6,-2.8946,0.0622,-8.4086,17.2796
Digit 8,6.537525,5.305122,-,Digit 8,3.2817,-7.5519,10.5434,-2.5786
Digit 0,-37.394386,-2.4343534,-,Digit 0,-3.4824,18.2983,-1.931,-16.7104
Digit 9,19.453506,-13.905881,-,Digit 9,-2.7025,19.7661,7.5911,-1.4664
Digit 7,32.34797,-15.612727,-,Digit 7,-18.362,17.6623,8.6441,-18.3463
Digit 6,-22.45444,-20.114492,-,Digit 6,-19.1307,9.4421,6.2869,9.3976
Digit 2,-0.9084329,34.513878,-,Digit 2,-5.7744,7.9794,12.2122,-5.3299
Digit 6,-20.236471,-8.071088,-,Digit 6,5.6518,2.2846,4.5977,-2.1106
Digit 6,-24.53924,-22.431913,-,Digit 6,1.0848,-2.3778,-3.5978,-10.025
Digit 5,1.1765422,-2.5506914,-,Digit 5,-15.89,19.3248,5.8153,5.8313
Digit 7,18.908812,-30.309837,-,Digit 7,8.1543,0.2053,-17.9792,17.3879
Digit 3,-10.66545,8.703245,-,Digit 3,5.746,5.5067,-7.7528,9.124
Digit 2,7.6801734,28.793924,-,Digit 2,-16.6427,-12.293,9.592,-1.7563
Digit 1,34.04156,4.98354,-,Digit 1,-12.252,-17.8319,17.4115,-12.2588
Digit 9,22.110825,-4.2849765,-,Digit 9,16.5737,6.6657,-11.3037,15.3541
Digit 6,-25.585375,-19.080315,-,Digit 6,-0.066,-15.3556,0.0391,7.9323
Digit 6,-21.561281,-21.370901,-,Digit 6,7.4856,15.4492,-16.3189,-3.5026
Digit 9,4.6931605,-24.155901,-,Digit 9,9.8823,-14.9887,18.2042,4.1238
Digit 5,-0.1363187,-2.5205286,-,Digit 5,-2.5938,-18.9761,6.9253,-11.8938
Digit 6,-26.280115,-17.561518,-,Digit 6,-3.4101,-6.5211,6.089,1.615
Digit 2,-36.995678,11.709065,-,Digit 2,17.2399,-13.5493,-0.8186,12.4307
Digit 6,-21.490786,-15.50117,-,Digit 6,-18.7448,-19.5918,-16.9908,17.6415
Digit 1,20.07944,29.05461,-,Digit 1,-15.5638,4.0523,6.0541,-17.74
Digit 4,2.7877328,-20.64296,-,Digit 4,4.5343,18.3384,-4.3585,-10.3263
Digit 6,-16.569387,-15.430703,-,Digit 6,-2.9377,-2.0516,-3.6815,-11.132
Digit 7,30.692892,-20.01594,-,Digit 7,18.3062,10.3101,-0.3771,-0.0155
Digit 1,30.606398,15.227605,-,Digit 1,1.7537,-0.3448,-15.0781,6.7703
Digit 4,14.824097,-6.09675,-,Digit 4,-11.7704,15.8896,-19.8508,-7.0259
Digit 8,10.573156,12.158182,-,Digit 8,16.7969,-13.6258,7.0723,4.1678
Digit 9,-10.041176,6.724262,-,Digit 9,-4.7557,-7.4179,-3.35,-4.7437
Digit 3,-14.723731,18.77592,-,Digit 3,2.7656,4.5763,-18.9352,-15.2003
Digit 2,-6.2383432,39.309402,-,Digit 2,11.1309,14.8635,-2.8651,-15.4149
Digit 5,-14.920469,5.835217,-,Digit 5,12.9302,-19.3632,-13.9243,-5.5686
Digit 4,4.860177,-19.650095,-,Digit 4,8.2095,7.7127,2.2638,18.2148
Digit 3,-15.810819,20.926193,-,Digit 3,-17.6645,-13.6852,8.6095,-8.7304
Digit 8,7.269704,13.271359,-,Digit 8,-2.0471,5.9958,17.9648,10.7935
Digit 2,-6.082893,28.08593,-,Digit 2,5.9667,-17.2952,-19.3079,0.5747
Digit 7,18.221663,-28.765282,-,Digit 7,-7.3546,-15.6389,-15.033,-12.5804
Digit 7,29.53685,-25.043425,-,Digit 7,-14.0345,7.1059,-2.0748,17.0014
Digit 4,11.316558,-9.782121,-,Digit 4,-2.7614,15.6909,6.4585,0.4836
Digit 8,0.508026,11.780203,-,Digit 8,15.1486,16.3912,14.3572,0.2021
Digit 2,6.432355,26.04898,-,Digit 2,-11.7167,-2.7828,11.4943,-12.0302
Digit 0,-38.63646,-5.4444385,-,Digit 0,2.8533,-17.3907,18.5733,-9.1872
Digit 8,15.488799,10.194189,-,Digit 8,16.5197,7.8187,-8.8219,-18.0408
Digit 9,21.832968,-11.447639,-,Digit 9,13.5801,16.2499,-9.2134,-13.2281
Digit 2,-8.466979,35.065487,-,Digit 2,-0.8464,2.2607,18.3355,0.3171
Digit 1,22.450552,24.904673,-,Digit 1,6.9006,-17.5423,4.6614,0.0159
Digit 7,31.260979,13.811801,-,Digit 7,19.8769,14.0539,4.068,-6.7791
Digit 2,-4.7315745,37.25965,-,Digit 2,9.149,-1.4093,-14.5739,-7.615
Digit 3,-14.312142,26.626982,-,Digit 3,12.1875,10.8933,20.4088,20.3214
Digit 5,0.20891108,-10.389201,-,Digit 5,8.8953,12.8526,20.8759,-1.1319
Digit 3,-6.352144,15.148291,-,Digit 3,9.5272,6.4547,-17.8032,4.7738
Digit 9,-10.209423,6.7029624,-,Digit 9,-10.0513,-1.284,4.5266,13.392
Digit 4,-0.88180846,-30.400661,-,Digit 4,-6.7632,14.6648,20.532,-2.9034
Digit 9,-6.6963677,-28.02276,-,Digit 9,-10.8649,18.4929,8.7045,2.8788
Digit 0,-40.507427,-0.6138686,-,Digit 0,-19.2416,-17.2493,-5.8537,-16.5379
Digit 0,-39.109512,-4.7900248,-,Digit 0,-13.8707,5.9017,3.182,-6.4427
Digit 0,-37.969353,5.104512,-,Digit 0,-16.2034,-15.9285,-0.9638,14
Digit 1,32.163857,6.2948117,-,Digit 1,2.1575,18.5606,-14.017,9.7751
Digit 3,-18.843628,14.175976,-,Digit 3,-14.0011,0.8051,0.7849,4.4724
Digit 2,-9.802334,34.136368,-,Digit 2,11.5548,16.102,-2.2895,7.1742
Digit 8,-0.58171475,7.0782113,-,Digit 8,-0.2835,1.3844,-4.9808,-0.3197
Digit 1,30.354338,5.629662,-,Digit 1,17.8282,-11.6774,-6.5546,20.0994
Digit 9,9.2635565,-22.849855,-,Digit 9,-2.9687,-10.5729,-13.1628,3.7524
Digit 1,18.922352,26.952192,-,Digit 1,-0.3158,-17.46,4.1296,3.23
Digit 4,-3.826424,-24.539007,-,Digit 4,0.2302,15.3604,14.5673,3.4441
Digit 7,31.268513,-19.824554,-,Digit 7,10.3848,4.2539,1.4831,-18.1236
Digit 1,26.838718,1.0168269,-,Digit 1,13.0729,-5.1416,11.9556,-6.2793
Digit 8,-14.017799,4.452922,-,Digit 8,-14.4284,0.149,-9.4737,-1.6414
Digit 4,-1.065484,-20.000544,-,Digit 4,20.1526,-1.5919,-13.1373,9.0969
Digit 9,-3.9996517,-29.31211,-,Digit 9,11.0108,-12.2284,-3.5674,12.8044
Digit 5,-10.386514,-2.244094,-,Digit 5,-11.2146,5.0081,6.2948,5.7638
Digit 9,18.31082,-13.782346,-,Digit 9,-0.6111,-3.6543,6.9303,8.0994
Digit 0,-36.227516,-1.0055238,-,Digit 0,-13.3676,15.8821,-4.2205,4.9669
Digit 8,7.180447,14.020889,-,Digit 8,20.1549,10.8746,-7.9142,17.9934
Digit 6,-18.937092,-10.220301,-,Digit 6,5.8861,-0.1207,16.4945,19.898
Digit 9,22.8344,-7.442304,-,Digit 9,-17.6036,-4.56,1.5438,-14.7666
Digit 9,10.907202,-23.035604,-,Digit 9,3.2457,-15.9426,5.1748,-5.7172
Digit 3,-9.6509695,13.670771,-,Digit 3,19.8278,-16.0824,-5.4544,-0.1677
Digit 3,-11.015824,20.929253,-,Digit 3,-10.218,7.2865,16.7126,11.9546
Digit 6,-23.921398,-28.811441,-,Digit 6,-16.3308,7.8286,6.3493,18.0504
Digit 3,-11.051619,14.931022,-,Digit 3,-15.9883,7.16,15.3352,6.4987
Digit 0,-11.293829,-11.958568,-,Digit 0,-17.1219,2.4795,18.599,1.3205
Digit 6,-25.731651,-17.183659,-,Digit 6,-2.1823,-17.4361,-0.0924,19.0463
Digit 1,35.353573,7.9047713,-,Digit 1,-7.4226,11.9071,-8.5267,3.4567
Digit 0,-40.5466,-3.3037338,-,Digit 0,-3.5389,7.3196,15.8178,13.8759
Digit 6,-21.339079,-8.064629,-,Digit 6,2.5644,11.6532,6.4061,11.4861
Digit 4,14.8674135,-6.3923683,-,Digit 4,16.2427,14.0155,-4.999,3.2936
Digit 1,32.58873,3.4365232,-,Digit 1,11.1484,-14.1939,-14.5459,-9.7585
Digit 9,22.313438,-6.0526614,-,Digit 9,6.9102,-15.9953,6.1245,-11.6086
Digit 0,-40.358673,0.010432784,-,Digit 0,7.8237,-6.9104,0.1778,-4.272
Digit 8,12.395799,16.235144,-,Digit 8,-9.2526,4.7132,17.4192,3.6099
Digit 6,-22.026865,-23.617807,-,Digit 6,-13.6731,-17.0501,-14.454,2.7727
Digit 6,-19.784159,-11.429431,-,Digit 6,-6.5167,-9.3554,8.0731,1.3868
Digit 2,-3.3821702,28.875896,-,Digit 2,14.0358,0.3401,-9.8116,-5.4149
Digit 6,-28.960108,-17.911455,-,Digit 6,-13.6778,-7.0119,-4.538,18.9618
Digit 9,7.00724,-26.56119,-,Digit 9,-10.0864,8.6544,0.9333,-15.5683
Digit 4,2.5952842,-17.30699,-,Digit 4,-1.8886,18.7045,-17.7397,19.0529
Digit 8,-2.956545,11.662172,-,Digit 8,19.5177,-15.7441,11.816,18.1403
Digit 5,-14.96563,0.24140668,-,Digit 5,9.2011,1.6805,6.4971,-8.916
Digit 2,9.217832,27.514118,-,Digit 2,-5.2586,-10.4907,0.1094,-9.6978
Digit 8,-0.27136093,15.483318,-,Digit 8,-7.7597,10.8354,0.0474,-4.9067
Digit 5,-13.09475,-1.3663298,-,Digit 5,-6.9359,-8.3444,10.0932,-6.2886
Digit 4,12.65477,-6.9546795,-,Digit 4,-2.7692,17.9972,13.4832,1.8188
Digit 8,9.99985,16.448378,-,Digit 8,-5.2023,13.3331,16.7246,13.7051
Digit 5,-1.7550533,-6.5514274,-,Digit 5,3.3075,-6.8324,-1.4508,-7.2692
Digit 1,17.073212,33.26467,-,Digit 1,-19.307,-5.4113,-18.0082,1.0791
Digit 2,2.342853,25.442656,-,Digit 2,-16.2735,-4.5696,-2.3478,7.328
Digit 4,11.426046,-6.985507,-,Digit 4,20.8596,19.7106,-16.3673,15.2307
Digit 5,-9.230687,-2.1899552,-,Digit 5,-18.1378,10.4773,-17.6223,19.0794
Digit 8,-12.651041,5.38646,-,Digit 8,-5.9475,-9.4905,9.2953,6.5011
Digit 0,-34.99745,10.031041,-,Digit 0,-17.1194,-9.6603,-9.7077,12.1652
Digit 3,-6.625988,-13.261482,-,Digit 3,0.0939,-8.5724,18.8107,-8.8023
Digit 0,-38.578747,1.0005724,-,Digit 0,-2.4145,7.6847,19.6798,16.4169
Digit 7,27.315723,-15.987261,-,Digit 7,-3.1902,-3.5188,7.3365,-3.2496
Digit 9,11.97872,-21.742556,-,Digit 9,7.3904,-18.8146,1.6634,-2.7946
Digit 7,32.443264,-13.104259,-,Digit 7,-7.1181,-18.0941,-7.0183,10.1371
Digit 2,-30.748972,17.965,-,Digit 2,8.3487,-3.0654,-16.4622,-2.6894
Digit 7,23.593487,-30.092691,-,Digit 7,-15.6476,-7.2523,4.1708,-14.0997
Digit 8,-0.6118625,3.9798236,-,Digit 8,-0.5126,-6.4173,18.7542,-6.2958
Digit 9,-6.1409,-26.330599,-,Digit 9,3.6762,-3.8969,-12.3898,-19.0565
Digit 5,1.8331493,-2.3319767,-,Digit 5,17.6841,3.8281,-11.6771,-0.6271
Digit 5,-6.3377748,-6.1117187,-,Digit 5,-7.1425,11.1286,-7.2076,-13.7539
Digit 8,-18.381845,-3.4766407,-,Digit 8,10.9383,10.9466,12.1519,-7.4387
Digit 7,22.81271,-30.718803,-,Digit 7,-10.7133,18.6597,-12.9567,13.894
Digit 4,6.129327,-32.008976,-,Digit 4,19.954,5.1855,-19.7507,1.4714
Digit 4,10.669946,-25.444475,-,Digit 4,20.9712,-2.717,17.0696,-2.503
Digit 0,-34.261707,8.833879,-,Digit 0,-10.8338,5.3948,-0.9305,6.0249
Digit 2,-29.798288,1.6240976,-,Digit 2,16.3354,6.3288,15.5202,1.1743
Digit 1,27.408655,22.054577,-,Digit 1,4.0986,-1.9556,15.1044,-5.818
Digit 8,-0.047285978,6.9271326,-,Digit 8,17.6137,17.0735,-13.9014,8.4775
Digit 5,-13.642803,1.1691928,-,Digit 5,13.2673,-1.7575,19.5064,-4.406
Digit 1,21.310322,28.856192,-,Digit 1,0.6592,-11.038,-17.7679,-11.9224
Digit 9,18.239534,-13.27272,-,Digit 9,-0.8182,-4.2841,19.5123,10.7771
Digit 8,10.657168,11.622985,-,Digit 8,-16.6351,20.7217,-14.7779,-14.0484
Digit 9,21.26999,-11.136227,-,Digit 9,5.2442,-4.7553,-9.0903,15.4169
Digit 0,-36.634884,5.76623,-,Digit 0,-10.9765,-10.9447,17.5202,-0.7656
Digit 1,21.89247,29.821014,-,Digit 1,-18.8153,-6.2147,4.1665,-11.871
Digit 9,20.206863,-12.137818,-,Digit 9,4.8303,-16.126,-19.1517,1.5731
Digit 8,-14.577402,9.151405,-,Digit 8,12.3464,15.262,-17.26,-0.4121
Digit 6,-15.985089,-9.311372,-,Digit 6,-18.6527,-15.5568,10.858,-10.7436
Digit 1,17.209255,23.973484,-,Digit 1,-11.4035,14.3782,-11.9844,1.5163
Digit 2,-0.6528026,37.308914,-,Digit 2,-19.6505,17.0923,1.9726,-7.887
