,Unnamed: 0,x,y,mannual_label,correct_label
1888,Digit 9,-5.9930596,-28.645039,-,Digit 9
1889,Digit 8,8.44019,3.3653064,-,Digit 8
189,Digit 9,5.6612973,-13.694913,-,Digit 9
1890,Digit 3,-14.683177,22.649033,-,Digit 3
1891,Digit 5,0.4641273,-4.7007627,-,Digit 5
1892,Digit 0,-38.068344,9.004626,0,Digit 0
1893,Digit 2,5.5026007,26.700499,-,Digit 2
1894,Digit 9,16.752287,-12.654581,-,Digit 9
1895,Digit 0,-28.0877,1.3296269,0,Digit 0
1896,Digit 3,-6.4687743,16.727283,-,Digit 3
1897,Digit 3,-16.536812,19.967747,-,Digit 3
1898,Digit 6,-23.216192,-23.34058,-,Digit 6
1899,Digit 2,0.1918347,30.975088,-,Digit 2
19,Digit 0,-40.922752,-2.3916945,0,Digit 0
190,Digit 9,20.954702,-13.916543,-,Digit 9
1900,Digit 2,-8.451973,38.967827,-,Digit 2
1901,Digit 2,0.0144592,23.932493,-,Digit 2
1902,Digit 1,16.68784,32.635605,-,Digit 1
1903,Digit 7,4.9090476,-6.327679,-,Digit 7
1904,Digit 1,19.061876,24.48303,-,Digit 1
1905,Digit 1,23.18097,27.052,-,Digit 1
1906,Digit 2,-8.036142,39.67262,-,Digit 2
1907,Digit 5,-14.850294,0.4111516,-,Digit 5
1908,Digit 9,12.158199,-19.784948,-,Digit 9
1909,Digit 7,26.095768,-29.158894,-,Digit 7
191,Digit 1,30.592918,14.936155,-,Digit 1
1910,Digit 3,-15.820704,22.074028,-,Digit 3
1911,Digit 5,-6.2443833,-6.1034956,-,Digit 5
1912,Digit 9,1.3447801,-18.454035,-,Digit 9
1913,Digit 9,20.868975,-13.202735,-,Digit 9
1914,Digit 4,4.046371,-18.150646,-,Digit 4
1915,Digit 4,13.654841,-4.177366,-,Digit 4
1916,Digit 8,-3.687888,6.7874947,-,Digit 8
1917,Digit 5,-17.549482,-0.9380341,-,Digit 5
1918,Digit 3,-16.646772,9.672076,-,Digit 3
1919,Digit 0,-38.596706,-1.4407114,0,Digit 0
192,Digit 7,34.541496,-16.263407,-,Digit 7
1920,Digit 9,23.762024,-11.672027,-,Digit 9
1921,Digit 8,5.5266356,11.257527,-,Digit 8
1922,Digit 1,27.160099,11.245266,-,Digit 1
1923,Digit 2,-11.394335,34.367653,-,Digit 2
1924,Digit 0,-34.046436,-2.7887557,0,Digit 0
1925,Digit 6,-25.423496,-28.148592,-,Digit 6
1926,Digit 2,-4.5648293,28.924856,-,Digit 2
1927,Digit 2,0.3387211,27.699167,-,Digit 2
1928,Digit 9,23.634321,-16.00196,-,Digit 9
1929,Digit 1,30.70618,2.939262,-,Digit 1
193,Digit 1,21.630266,22.31834,-,Digit 1
1930,Digit 1,25.322193,14.33272,-,Digit 1
1931,Digit 2,9.290372,27.250303,-,Digit 2
1932,Digit 1,27.459549,13.227259,-,Digit 1
1933,Digit 1,33.792343,2.524215,-,Digit 1
1934,Digit 5,-7.9201784,-4.5786448,-,Digit 5
1935,Digit 4,-2.1227324,-28.848118,-,Digit 4
1936,Digit 7,24.473457,-21.11691,-,Digit 7
1937,Digit 0,-37.482845,8.72959,0,Digit 0
1938,Digit 2,2.9381073,22.11999,-,Digit 2
1939,Digit 8,5.6509233,8.878967,-,Digit 8
194,Digit 2,-5.2672977,37.41665,-,Digit 2
1940,Digit 4,2.94016,-29.402287,-,Digit 4
1941,Digit 0,-33.079754,-2.8516796,0,Digit 0
1942,Digit 9,-5.4443126,5.94504,-,Digit 9
1943,Digit 4,-8.696642,-31.51078,-,Digit 4
1944,Digit 0,-29.558474,6.74389,0,Digit 0
1945,Digit 7,27.401293,-22.376295,-,Digit 7
1946,Digit 3,-16.683987,15.908473,-,Digit 3
1947,Digit 1,22.07826,27.791046,-,Digit 1
1948,Digit 9,9.98297,-18.705019,-,Digit 9
1949,Digit 4,13.255668,-12.417299,-,Digit 4
195,Digit 1,25.410294,21.742197,-,Digit 1
1950,Digit 2,0.0586041,31.433704,-,Digit 2
1951,Digit 0,-26.656147,1.0742009,0,Digit 0
1952,Digit 3,-14.100001,11.691255,-,Digit 3
1953,Digit 0,-34.852913,10.986154,0,Digit 0
1954,Digit 4,2.4503708,-20.312254,-,Digit 4
1955,Digit 8,0.0082914,9.13457,-,Digit 8
1956,Digit 1,27.306635,20.003605,-,Digit 1
1957,Digit 6,-16.658073,-14.145657,-,Digit 6
1958,Digit 6,-16.725874,-12.508879,-,Digit 6
1959,Digit 9,-5.2103286,-29.471638,-,Digit 9
196,Digit 4,15.364936,-0.7543434,-,Digit 4
1960,Digit 4,-3.8018227,-22.506071,-,Digit 4
1961,Digit 2,-10.648357,35.64578,-,Digit 2
1962,Digit 3,30.312786,3.1695216,-,Digit 3
1963,Digit 3,-18.996716,17.750036,-,Digit 3
1964,Digit 4,6.479109,-17.903448,-,Digit 4
1965,Digit 7,24.421108,-26.477493,-,Digit 7
1966,Digit 7,23.976255,-18.91593,-,Digit 7
1967,Digit 1,30.965675,8.798296,-,Digit 1
1968,Digit 0,-39.474827,-3.663203,0,Digit 0
1969,Digit 0,-30.259111,5.9264016,0,Digit 0
197,Digit 2,1.1338853,34.284348,-,Digit 2
1970,Digit 7,26.428812,-11.302369,-,Digit 7
1971,Digit 6,-25.438059,-20.170492,-,Digit 6
1972,Digit 8,10.990158,8.913621,-,Digit 8
1973,Digit 1,27.535563,19.314714,-,Digit 1
1974,Digit 6,-27.659807,-19.012938,-,Digit 6
1975,Digit 6,-27.332333,-16.62629,-,Digit 6
1976,Digit 2,-10.801693,34.84123,-,Digit 2
1977,Digit 0,-41.208782,3.9245663,0,Digit 0
1978,Digit 0,-33.770092,8.750853,0,Digit 0
1979,Digit 5,2.5917165,-5.3426447,-,Digit 5
198,Digit 5,1.353788,-4.0444775,-,Digit 5
1980,Digit 1,28.625555,19.0381,-,Digit 1
1981,Digit 8,1.8916899,14.091568,-,Digit 8
1982,Digit 8,12.826759,14.149913,-,Digit 8
1983,Digit 4,4.420259,-31.652771,-,Digit 4
1984,Digit 1,16.777996,32.22415,-,Digit 1
1985,Digit 3,-12.463418,26.734135,-,Digit 3
1986,Digit 0,-29.49151,8.090766,0,Digit 0
1987,Digit 3,-15.775889,10.16289,-,Digit 3
1988,Digit 2,27.86992,22.910685,-,Digit 2
1989,Digit 5,-17.443216,1.9451815,-,Digit 5
199,Digit 8,15.046312,17.798258,-,Digit 8
1990,Digit 7,23.114933,-20.61945,-,Digit 7
1991,Digit 3,-15.196485,17.758938,-,Digit 3
1992,Digit 6,-20.768244,-17.651575,-,Digit 6
1993,Digit 5,-9.400466,-5.226882,-,Digit 5
1994,Digit 8,10.969881,13.1280365,-,Digit 8
1995,Digit 3,-9.095785,12.760238,-,Digit 3
1996,Digit 7,17.478909,27.204308,-,Digit 7
1997,Digit 9,-9.3494625,-29.447124,-,Digit 9
1998,Digit 3,-8.4354105,13.549814,-,Digit 3
1999,Digit 0,-32.387203,11.495423,0,Digit 0
2,Digit 1,29.725433,16.650507,-,Digit 1
20,Digit 0,-35.63168,13.759439,0,Digit 0
200,Digit 6,-19.497974,-23.801369,-,Digit 6
2000,Digit 4,-7.4443326,-24.797323,-,Digit 4
2001,Digit 4,4.292723,-30.147543,-,Digit 4
2002,Digit 1,32.33382,5.145442,-,Digit 1
2003,Digit 7,24.571419,-27.633347,-,Digit 7
2004,Digit 6,-19.859495,-8.1759405,-,Digit 6
2005,Digit 7,26.347418,-19.676195,-,Digit 7
2006,Digit 2,-4.833945,33.251785,-,Digit 2
2007,Digit 1,30.933184,19.984678,-,Digit 1
2008,Digit 6,-28.636362,-17.837814,-,Digit 6
2009,Digit 0,-35.180607,-0.9488317,0,Digit 0
201,Digit 7,28.434948,-22.238884,-,Digit 7
2010,Digit 3,-16.9815,13.411562,-,Digit 3
2011,Digit 9,21.798891,-9.021703,-,Digit 9
2012,Digit 4,18.586288,-6.736235,-,Digit 4
2013,Digit 0,-22.607449,-6.821553,-,Digit 0
2014,Digit 1,32.793285,6.8939524,-,Digit 1
2015,Digit 6,-13.695756,1.2749763,-,Digit 6
2016,Digit 4,-3.426509,-32.690548,-,Digit 4
2017,Digit 3,-15.869675,15.55866,-,Digit 3
2018,Digit 6,0.5962548,-1.4371308,-,Digit 6
2019,Digit 8,-0.4586216,14.752944,-,Digit 8
202,Digit 1,29.564789,14.979959,-,Digit 1
2020,Digit 0,-30.663822,-5.1528206,-,Digit 0
2021,Digit 3,-19.981218,7.6046605,-,Digit 3
2022,Digit 9,15.29737,-20.585453,-,Digit 9
2023,Digit 2,-3.5565388,32.173912,-,Digit 2
2024,Digit 3,-17.334946,21.75814,-,Digit 3
2025,Digit 2,0.7929721,28.4728,-,Digit 2
2026,Digit 7,28.364492,-16.245604,-,Digit 7
2027,Digit 6,-18.400818,-12.211013,-,Digit 6
2028,Digit 8,0.8189791,10.034944,-,Digit 8
2029,Digit 1,28.586317,18.854557,-,Digit 1
203,Digit 4,17.617533,-0.6981081,-,Digit 4
2030,Digit 9,10.0982275,-20.314266,-,Digit 9
2031,Digit 4,-2.3110726,-28.297844,-,Digit 4
2032,Digit 3,-3.9757752,19.099562,-,Digit 3
2033,Digit 1,26.6095,12.559141,-,Digit 1
2034,Digit 5,-19.68645,-0.3187655,-,Digit 5
2035,Digit 6,-27.932064,-18.864515,-,Digit 6
2036,Digit 6,-19.640013,-21.35069,-,Digit 6
2037,Digit 2,6.448698,31.490131,-,Digit 2
2038,Digit 8,5.993958,11.888625,-,Digit 8
2039,Digit 7,30.154613,-24.834167,-,Digit 7
204,Digit 6,-17.402227,-17.902618,-,Digit 6
2040,Digit 1,30.634745,4.376647,-,Digit 1
2041,Digit 8,14.299145,14.615067,-,Digit 8
2042,Digit 9,9.00735,-24.921793,-,Digit 9
2043,Digit 2,3.35177,36.148663,-,Digit 2
2044,Digit 4,4.7691016,-16.576889,-,Digit 4
2045,Digit 5,-11.768316,3.393831,-,Digit 5
2046,Digit 5,1.9197618,-2.6750228,-,Digit 5
2047,Digit 0,-32.264507,5.7485733,0,Digit 0
2048,Digit 5,1.0331254,-3.2378237,-,Digit 5
2049,Digit 1,19.295568,23.249584,-,Digit 1
205,Digit 2,9.146022,26.283178,-,Digit 2
2050,Digit 9,14.1539,-15.076005,-,Digit 9
2051,Digit 6,-25.161432,-11.778322,-,Digit 6
2052,Digit 4,0.4221519,-23.00918,-,Digit 4
2053,Digit 0,-35.096577,5.4215593,0,Digit 0
2054,Digit 0,-38.552948,-6.737666,0,Digit 0
2055,Digit 3,-16.404617,9.874182,-,Digit 3
2056,Digit 9,15.6602955,-17.425909,-,Digit 9
2057,Digit 6,-19.057758,-14.2874155,-,Digit 6
2058,Digit 0,-30.186419,5.4259634,0,Digit 0
2059,Digit 9,19.411402,-8.079131,-,Digit 9
206,Digit 4,0.0281281,-22.498888,-,Digit 4
2060,Digit 7,21.742796,-32.946823,-,Digit 7
2061,Digit 4,15.881271,-6.216047,-,Digit 4
2062,Digit 7,30.70711,-10.606375,-,Digit 7
2063,Digit 2,-5.3873186,28.981363,-,Digit 2
2064,Digit 3,-16.452183,16.377472,-,Digit 3
2065,Digit 5,-12.615409,-5.5479283,-,Digit 5
2066,Digit 1,23.65487,11.801131,-,Digit 1
2067,Digit 4,13.749958,-3.5504506,-,Digit 4
2068,Digit 8,4.118721,8.994671,-,Digit 8
2069,Digit 8,0.7780781,7.9577956,-,Digit 8
207,Digit 3,-16.060375,-0.4401234,-,Digit 3
2070,Digit 9,21.112822,-10.396786,-,Digit 9
2071,Digit 0,-38.325172,-5.387609,0,Digit 0
2072,Digit 9,3.9885383,-26.613113,-,Digit 9
2073,Digit 3,-16.663305,17.337767,-,Digit 3
2074,Digit 3,-8.7194605,18.366995,-,Digit 3
2075,Digit 9,1.7635262,-23.506802,-,Digit 9
2076,Digit 0,-38.67776,0.6141904,0,Digit 0
2077,Digit 9,19.0706,-13.811276,-,Digit 9
2078,Digit 1,30.766876,8.893604,-,Digit 1
2079,Digit 8,-6.255695,3.7384367,-,Digit 8
208,Digit 9,7.4396744,-23.957113,-,Digit 9
2080,Digit 3,-12.237633,8.397755,-,Digit 3
2081,Digit 7,26.978043,-11.364403,-,Digit 7
2082,Digit 1,28.983624,18.079956,-,Digit 1
2083,Digit 5,-11.33664,-2.6427503,-,Digit 5
2084,Digit 5,-11.35971,2.4847982,-,Digit 5
2085,Digit 0,-40.70501,-3.882803,0,Digit 0
2086,Digit 9,3.5613298,-24.798658,-,Digit 9
2087,Digit 4,2.618944,-15.1151085,-,Digit 4
2088,Digit 6,-18.524069,-17.672298,-,Digit 6
2089,Digit 8,1.8563906,10.24407,-,Digit 8
209,Digit 1,23.681936,22.27627,-,Digit 1
2090,Digit 8,13.710191,13.7916765,-,Digit 8
2091,Digit 1,17.079435,33.09212,-,Digit 1
2092,Digit 9,-10.382403,6.320104,-,Digit 9
2093,Digit 3,-15.248823,5.9581637,-,Digit 3
2094,Digit 1,30.784708,16.548626,-,Digit 1
2095,Digit 6,-20.727997,-25.32334,-,Digit 6
2096,Digit 6,-17.375626,-16.498432,-,Digit 6
2097,Digit 6,-27.611513,-16.03185,-,Digit 6
2098,Digit 1,23.721178,24.727013,-,Digit 1
2099,Digit 5,-0.5997612,-3.604303,-,Digit 5
21,Digit 7,31.671892,-15.417097,-,Digit 7
210,Digit 3,-8.84482,18.326262,-,Digit 3
2100,Digit 4,15.675792,-9.744356,-,Digit 4
2101,Digit 3,-13.806603,25.388561,-,Digit 3
2102,Digit 0,-33.18431,12.528983,0,Digit 0
2103,Digit 0,-35.63962,10.84634,0,Digit 0
2104,Digit 3,-6.522805,7.631306,-,Digit 3
2105,Digit 6,-16.62934,-16.385113,-,Digit 6
2106,Digit 5,-19.690508,5.91632,-,Digit 5
2107,Digit 0,-36.375954,-4.246891,0,Digit 0
2108,Digit 8,8.388178,3.6676211,-,Digit 8
2109,Digit 2,-4.825929,37.042946,-,Digit 2
211,Digit 6,-19.159853,-9.596024,-,Digit 6
2110,Digit 7,25.794418,-22.27911,-,Digit 7
2111,Digit 2,-23.177282,2.6362562,-,Digit 2
2112,Digit 5,2.186522,-3.875781,-,Digit 5
2113,Digit 2,-0.9134044,32.80791,-,Digit 2
2114,Digit 7,20.496853,-25.989403,-,Digit 7
2115,Digit 0,-33.444733,14.049922,0,Digit 0
2116,Digit 0,-40.92241,-2.8640769,0,Digit 0
2117,Digit 7,30.25812,-1.071435,-,Digit 7
2118,Digit 4,15.007349,-5.914443,-,Digit 4
2119,Digit 5,-8.536298,-7.68807,-,Digit 5
212,Digit 4,11.38873,-25.50518,-,Digit 4
2120,Digit 8,7.3774962,10.132426,-,Digit 8
2121,Digit 7,24.760714,-32.926437,-,Digit 7
2122,Digit 1,26.466284,13.474573,-,Digit 1
2123,Digit 8,15.109986,10.279619,-,Digit 8
2124,Digit 5,-7.181413,-6.8184,-,Digit 5
2125,Digit 4,17.979517,-4.7411766,-,Digit 4
2126,Digit 6,-25.74133,-26.291397,-,Digit 6
2127,Digit 6,-21.189518,-15.596683,-,Digit 6
2128,Digit 1,18.429802,29.537333,-,Digit 1
2129,Digit 3,-19.455109,16.355122,-,Digit 3
213,Digit 9,18.837198,-12.0628395,-,Digit 9
2130,Digit 0,-37.500507,6.3099113,0,Digit 0
2131,Digit 9,-0.2384383,-26.999418,-,Digit 9
2132,Digit 1,29.349514,16.476622,-,Digit 1
2133,Digit 7,24.199425,-19.3242,-,Digit 7
2134,Digit 1,23.796545,20.131863,-,Digit 1
2135,Digit 1,24.943176,14.7382965,-,Digit 1
2136,Digit 8,-1.4047581,13.541418,-,Digit 8
2137,Digit 1,25.438469,12.810138,-,Digit 1
2138,Digit 6,-20.906439,-23.715744,-,Digit 6
2139,Digit 4,4.24581,-30.064207,-,Digit 4
214,Digit 6,-19.143145,-13.434707,-,Digit 6
2140,Digit 9,0.2077931,-27.672821,-,Digit 9
2141,Digit 8,11.15194,11.614217,-,Digit 8
2142,Digit 6,-26.38882,-11.839413,-,Digit 6
2143,Digit 8,-0.1984834,14.718516,-,Digit 8
2144,Digit 0,-29.443737,4.0389204,0,Digit 0
2145,Digit 1,35.31476,8.039047,-,Digit 1
2146,Digit 2,-7.395068,38.592705,-,Digit 2
2147,Digit 7,22.706085,-26.721172,-,Digit 7
2148,Digit 2,1.6765615,4.9510427,-,Digit 2
2149,Digit 5,-9.854884,-1.6159413,-,Digit 5
215,Digit 1,20.903654,26.430763,-,Digit 1
2150,Digit 7,24.063187,-32.224037,-,Digit 7
2151,Digit 0,-31.293285,11.874817,0,Digit 0
2152,Digit 4,-5.108782,-34.235416,-,Digit 4
2153,Digit 6,-19.797728,-16.276737,-,Digit 6
2154,Digit 4,3.2961833,-12.297236,-,Digit 4
2155,Digit 4,-3.9833293,-22.553963,-,Digit 4
2156,Digit 7,32.15481,-15.597128,-,Digit 7
2157,Digit 8,7.7846613,10.933969,-,Digit 8
2158,Digit 9,-2.8353765,-27.15167,-,Digit 9
2159,Digit 9,11.346138,-19.312422,-,Digit 9
216,Digit 1,34.02842,2.4298196,-,Digit 1
2160,Digit 2,-4.676341,-25.360382,-,Digit 2
2161,Digit 3,-8.31174,9.27383,-,Digit 3
2162,Digit 7,15.647562,-28.170038,-,Digit 7
2163,Digit 4,19.253819,-3.9683886,-,Digit 4
2164,Digit 5,-5.892503,-8.716465,-,Digit 5
2165,Digit 5,-10.099207,-1.497029,-,Digit 5
2166,Digit 3,-12.679784,11.496216,-,Digit 3
2167,Digit 5,2.0160265,-3.0851223,-,Digit 5
2168,Digit 1,17.716774,30.096104,-,Digit 1
2169,Digit 1,30.047178,5.0818257,-,Digit 1
217,Digit 9,-12.586748,10.34521,-,Digit 9
2170,Digit 6,-21.653624,-9.468005,-,Digit 6
2171,Digit 0,-33.225693,2.0064523,0,Digit 0
2172,Digit 5,-8.940919,-2.3145683,-,Digit 5
2173,Digit 5,-14.109338,-2.4282608,-,Digit 5
2174,Digit 4,4.636594,-20.939976,-,Digit 4
2175,Digit 2,-3.9048688,36.06504,-,Digit 2
2176,Digit 0,-35.186916,-3.549434,0,Digit 0
2177,Digit 4,6.1767693,-11.708601,-,Digit 4
2178,Digit 2,-7.6256814,38.53759,-,Digit 2
2179,Digit 9,10.941255,-5.365158,-,Digit 9
218,Digit 7,27.19419,-27.828955,-,Digit 7
2180,Digit 5,-18.549261,1.7231371,-,Digit 5
2181,Digit 6,-18.21872,-11.885095,-,Digit 6
2182,Digit 2,1.0021362,38.576725,-,Digit 2
2183,Digit 4,-5.6526413,-34.36702,-,Digit 4
2184,Digit 9,-0.3443793,-24.50381,-,Digit 9
2185,Digit 8,-9.369249,-15.702441,-,Digit 8
2186,Digit 4,19.610537,-4.779608,-,Digit 4
2187,Digit 2,6.0948415,-3.0450063,-,Digit 2
2188,Digit 1,18.3165,31.331335,-,Digit 1
2189,Digit 1,32.24279,2.7898178,-,Digit 1
219,Digit 0,-31.548964,0.9047118,0,Digit 0
2190,Digit 9,18.936188,-12.134752,-,Digit 9
2191,Digit 3,-8.192632,13.275269,-,Digit 3
2192,Digit 0,-28.172926,1.2703501,0,Digit 0
2193,Digit 8,14.581107,14.840416,-,Digit 8
2194,Digit 7,26.300428,-11.3017025,-,Digit 7
2195,Digit 2,-7.458087,32.241364,-,Digit 2
2196,Digit 2,8.15572,29.443079,-,Digit 2
2197,Digit 9,7.945109,-20.316387,-,Digit 9
2198,Digit 7,23.11125,-21.564806,-,Digit 7
2199,Digit 7,24.88681,-23.66882,-,Digit 7
22,Digit 6,-25.865435,-18.679512,-,Digit 6
220,Digit 1,27.76115,6.960356,-,Digit 1
2200,Digit 7,18.859041,2.2939987,-,Digit 7
2201,Digit 2,-1.6644174,35.212303,-,Digit 2
2202,Digit 7,29.0015,-19.242157,-,Digit 7
2203,Digit 8,11.542372,2.0096974,-,Digit 8
2204,Digit 4,-2.681407,-26.134443,-,Digit 4
2205,Digit 8,-24.06194,13.866156,-,Digit 8
2206,Digit 6,-18.276781,-12.004622,-,Digit 6
2207,Digit 2,-2.8596904,33.578503,-,Digit 2
2208,Digit 6,-24.70512,-19.761671,-,Digit 6
2209,Digit 7,19.55318,-27.399275,-,Digit 7
221,Digit 0,-33.200134,-1.9628977,0,Digit 0
2210,Digit 9,18.09135,-15.056436,-,Digit 9
2211,Digit 1,21.361166,22.378765,-,Digit 1
2212,Digit 8,8.524237,15.1165085,-,Digit 8
2213,Digit 1,26.628063,19.29194,-,Digit 1
2214,Digit 8,12.539944,15.704428,-,Digit 8
2215,Digit 2,-3.50115,36.4734,-,Digit 2
2216,Digit 9,11.52006,-19.738762,-,Digit 9
2217,Digit 3,-17.517143,6.383399,-,Digit 3
2218,Digit 1,25.942966,13.094327,-,Digit 1
2219,Digit 0,-34.68978,-1.2387544,0,Digit 0
222,Digit 0,-19.82367,20.683111,-,Digit 0
2220,Digit 4,17.916336,-3.6034436,-,Digit 4
2221,Digit 4,-3.5023687,-29.517555,-,Digit 4
2222,Digit 3,-14.345794,26.412733,-,Digit 3
2223,Digit 3,-11.762689,22.7131,-,Digit 3
2224,Digit 7,26.261269,-21.883688,-,Digit 7
2225,Digit 1,19.044056,27.084694,-,Digit 1
2226,Digit 2,0.1291865,33.159092,-,Digit 2
2227,Digit 6,-24.48207,-28.317945,-,Digit 6
2228,Digit 2,-21.332205,25.20995,-,Digit 2
2229,Digit 7,31.491613,-7.445948,-,Digit 7
223,Digit 0,-38.42596,2.8339055,0,Digit 0
2230,Digit 6,-17.470325,-12.405224,-,Digit 6
2231,Digit 9,22.588173,-11.154885,-,Digit 9
2232,Digit 5,-15.79307,1.8953182,-,Digit 5
2233,Digit 9,10.694946,-22.308788,-,Digit 9
2234,Digit 3,-7.073044,10.589492,-,Digit 3
2235,Digit 2,-5.2735825,38.59311,-,Digit 2
2236,Digit 1,25.011204,22.80892,-,Digit 1
2237,Digit 1,33.256832,4.18626,-,Digit 1
2238,Digit 4,15.493772,-0.8143596,-,Digit 4
2239,Digit 3,-19.74916,17.710928,-,Digit 3
224,Digit 3,-12.06541,17.091686,-,Digit 3
2240,Digit 5,-16.268694,-17.972086,-,Digit 5
2241,Digit 2,-4.4136686,33.39678,-,Digit 2
2242,Digit 1,19.5195,27.333134,-,Digit 1
2243,Digit 3,-6.281195,7.86935,-,Digit 3
2244,Digit 9,-6.6570716,-26.276947,-,Digit 9
2245,Digit 5,-15.839052,1.7965539,-,Digit 5
2246,Digit 7,29.651354,-9.936241,-,Digit 7
2247,Digit 4,8.00639,-32.40058,-,Digit 4
2248,Digit 0,-35.277004,1.468741,0,Digit 0
2249,Digit 8,2.153797,-26.212637,-,Digit 8
225,Digit 7,19.373642,-22.919176,-,Digit 7
2250,Digit 6,-24.79326,-11.9115305,-,Digit 6
2251,Digit 2,9.989061,29.834265,-,Digit 2
2252,Digit 6,-25.889084,-17.428024,-,Digit 6
2253,Digit 3,-19.61265,11.395233,-,Digit 3
2254,Digit 8,-16.690685,4.8744307,-,Digit 8
2255,Digit 7,19.906168,-30.254957,-,Digit 7
2256,Digit 6,-29.673025,-15.917808,-,Digit 6
2257,Digit 4,-0.8162295,-19.120602,-,Digit 4
2258,Digit 3,-16.009092,16.625666,-,Digit 3
2259,Digit 4,3.5992637,-13.929609,-,Digit 4
226,Digit 5,-13.042018,-3.2222347,-,Digit 5
2260,Digit 2,5.7951436,23.019718,-,Digit 2
2261,Digit 5,-1.9505805,-2.3275807,-,Digit 5
2262,Digit 5,-16.459156,-3.7947853,-,Digit 5
2263,Digit 4,13.473617,-5.3594565,-,Digit 4
2264,Digit 9,-4.378076,-27.783802,-,Digit 9
2265,Digit 2,2.8739457,34.023705,-,Digit 2
2266,Digit 4,14.313993,-6.3855195,-,Digit 4
2267,Digit 3,-14.719841,25.344927,-,Digit 3
2268,Digit 6,-15.640982,-14.205162,-,Digit 6
2269,Digit 8,8.060489,11.264122,-,Digit 8
227,Digit 0,-36.2095,1.018583,0,Digit 0
2270,Digit 7,27.83957,-27.63222,-,Digit 7
2271,Digit 3,-14.505191,23.13913,-,Digit 3
2272,Digit 3,-14.243849,27.158375,-,Digit 3
2273,Digit 7,26.836607,-23.833113,-,Digit 7
2274,Digit 2,-7.1040497,34.122074,-,Digit 2
2275,Digit 2,5.596019,29.159588,-,Digit 2
2276,Digit 2,-3.7533002,30.096838,-,Digit 2
2277,Digit 8,0.0470218,3.3090909,-,Digit 8
2278,Digit 4,16.543165,-11.634014,-,Digit 4
2279,Digit 8,8.078674,13.896172,-,Digit 8
228,Digit 1,19.57232,26.333736,-,Digit 1
2280,Digit 8,-0.5627505,5.927448,-,Digit 8
2281,Digit 0,-34.685444,1.2530851,0,Digit 0
2282,Digit 6,-25.730066,-11.524338,-,Digit 6
2283,Digit 8,6.7797594,7.021251,-,Digit 8
2284,Digit 7,29.865568,-21.224493,-,Digit 7
2285,Digit 9,4.569072,-23.618671,-,Digit 9
2286,Digit 4,1.1089163,-29.30771,-,Digit 4
2287,Digit 3,-12.469288,23.870462,-,Digit 3
2288,Digit 3,-5.7579494,8.017429,-,Digit 3
2289,Digit 5,-11.544913,-0.8660581,-,Digit 5
229,Digit 7,31.69167,-19.235167,-,Digit 7
2290,Digit 5,-12.920454,-4.76843,-,Digit 5
2291,Digit 5,-18.611044,-8.443396,-,Digit 5
2292,Digit 7,25.856697,-17.828802,-,Digit 7
2293,Digit 5,-20.296692,-0.0357846,-,Digit 5
2294,Digit 9,14.029823,-15.100584,-,Digit 9
2295,Digit 0,-27.3005,0.4720142,0,Digit 0
2296,Digit 8,5.3827357,6.8503914,-,Digit 8
2297,Digit 0,-35.66729,6.2719846,0,Digit 0
2298,Digit 4,-6.451956,-31.475174,-,Digit 4
2299,Digit 1,32.45357,4.3816614,-,Digit 1
23,Digit 7,25.740181,-21.81984,-,Digit 7
230,Digit 1,32.630753,3.292857,-,Digit 1
2300,Digit 9,6.600213,-13.867801,-,Digit 9
2301,Digit 4,5.7672944,-17.861183,-,Digit 4
2302,Digit 4,5.070486,-29.500792,-,Digit 4
2303,Digit 8,3.3199193,-4.331578,-,Digit 8
2304,Digit 3,-16.66395,23.96899,-,Digit 3
2305,Digit 9,18.889362,-13.10991,-,Digit 9
2306,Digit 9,22.180933,-5.503231,-,Digit 9
2307,Digit 3,-11.492943,18.062317,-,Digit 3
2308,Digit 3,-14.220482,23.635725,-,Digit 3
2309,Digit 7,20.46711,-27.251522,-,Digit 7
231,Digit 3,-15.846634,21.92815,-,Digit 3
2310,Digit 4,8.189084,-29.711391,-,Digit 4
2311,Digit 8,9.499079,15.074367,-,Digit 8
2312,Digit 9,15.673031,4.2524376,-,Digit 9
2313,Digit 4,15.021943,-12.681019,-,Digit 4
2314,Digit 8,13.067403,-4.5212317,-,Digit 8
2315,Digit 1,34.45003,2.2504573,-,Digit 1
2316,Digit 3,-7.09228,10.606009,-,Digit 3
2317,Digit 7,20.737516,-26.373428,-,Digit 7
2318,Digit 6,-22.466166,-16.08525,-,Digit 6
2319,Digit 6,-26.652546,-22.946661,-,Digit 6
232,Digit 2,-29.572384,1.6527117,0,Digit 2
2320,Digit 6,-19.803112,-9.701891,-,Digit 6
2321,Digit 6,-20.263552,-22.065264,-,Digit 6
2322,Digit 4,20.185629,-5.744942,-,Digit 4
2323,Digit 1,20.751604,30.141716,-,Digit 1
2324,Digit 4,16.433619,-3.4776576,-,Digit 4
2325,Digit 7,30.52394,-11.719266,-,Digit 7
2326,Digit 9,21.98351,-6.5184093,-,Digit 9
2327,Digit 4,18.54288,-3.9977994,-,Digit 4
2328,Digit 6,-26.523504,-18.917204,-,Digit 6
2329,Digit 9,22.175245,-6.4653153,-,Digit 9
233,Digit 0,-40.07163,4.5230055,0,Digit 0
2330,Digit 9,3.1026027,-26.069489,-,Digit 9
